message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.149619])";"30";"turtlesim1.sim";"1759845842.513730813";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.174494])";"30";"turtlesim1.sim";"1759845842.497206813";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.199368])";"30";"turtlesim1.sim";"1759845842.481220065";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.224243])";"30";"turtlesim1.sim";"1759845842.466144962";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.249117])";"30";"turtlesim1.sim";"1759845842.449450138";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.273992])";"30";"turtlesim1.sim";"1759845842.433767658";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.298866])";"30";"turtlesim1.sim";"1759845842.418038369";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.323741])";"30";"turtlesim1.sim";"1759845842.401492633";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.348615])";"30";"turtlesim1.sim";"1759845842.385178111";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.373490])";"30";"turtlesim1.sim";"1759845842.369822897";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.398364])";"30";"turtlesim1.sim";"1759845842.353900574";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.423239])";"30";"turtlesim1.sim";"1759845842.337504446";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.448113])";"30";"turtlesim1.sim";"1759845842.321656710";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.472988])";"30";"turtlesim1.sim";"1759845842.305337568";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.497862])";"30";"turtlesim1.sim";"1759845842.289857198";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.522737])";"30";"turtlesim1.sim";"1759845842.274032417";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.547611])";"30";"turtlesim1.sim";"1759845842.257541471";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.572486])";"30";"turtlesim1.sim";"1759845842.241308422";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.597360])";"30";"turtlesim1.sim";"1759845842.226070672";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.622235])";"30";"turtlesim1.sim";"1759845842.209128870";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.647109])";"30";"turtlesim1.sim";"1759845842.193502789";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.671984])";"30";"turtlesim1.sim";"1759845842.178042031";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.696858])";"30";"turtlesim1.sim";"1759845842.162022688";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.721733])";"30";"turtlesim1.sim";"1759845842.145638378";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.746607])";"30";"turtlesim1.sim";"1759845842.129960233";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.771482])";"30";"turtlesim1.sim";"1759845842.113196015";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.796356])";"30";"turtlesim1.sim";"1759845842.097713066";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.821231])";"30";"turtlesim1.sim";"1759845842.082167855";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.846105])";"30";"turtlesim1.sim";"1759845842.065487374";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.870980])";"30";"turtlesim1.sim";"1759845842.049635994";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.895854])";"30";"turtlesim1.sim";"1759845842.033820534";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.920729])";"30";"turtlesim1.sim";"1759845842.017184322";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.945603])";"30";"turtlesim1.sim";"1759845842.002250097";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.970478])";"30";"turtlesim1.sim";"1759845841.986332420";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.995352])";"30";"turtlesim1.sim";"1759845841.969462938";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.020227])";"30";"turtlesim1.sim";"1759845841.954193025";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.045101])";"30";"turtlesim1.sim";"1759845841.938090203";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.069976])";"30";"turtlesim1.sim";"1759845841.921456795";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.094850])";"30";"turtlesim1.sim";"1759845841.905294579";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.119725])";"30";"turtlesim1.sim";"1759845841.889858351";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.144599])";"30";"turtlesim1.sim";"1759845841.873957402";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.169474])";"30";"turtlesim1.sim";"1759845841.857935949";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.194348])";"30";"turtlesim1.sim";"1759845841.841874185";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.219223])";"30";"turtlesim1.sim";"1759845841.297414836";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.244097])";"30";"turtlesim1.sim";"1759845841.281543099";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.268972])";"30";"turtlesim1.sim";"1759845841.265427768";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.293846])";"30";"turtlesim1.sim";"1759845841.249695945";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.318721])";"30";"turtlesim1.sim";"1759845841.233944865";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.343595])";"30";"turtlesim1.sim";"1759845841.217165031";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.368470])";"30";"turtlesim1.sim";"1759845841.201174006";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.393344])";"30";"turtlesim1.sim";"1759845841.185244366";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.418219])";"30";"turtlesim1.sim";"1759845841.169208908";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.443093])";"30";"turtlesim1.sim";"1759845841.153645507";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.467968])";"30";"turtlesim1.sim";"1759845841.137137497";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.492842])";"30";"turtlesim1.sim";"1759845841.121784295";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.517717])";"30";"turtlesim1.sim";"1759845841.105500851";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.542591])";"30";"turtlesim1.sim";"1759845841.089731264";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.567466])";"30";"turtlesim1.sim";"1759845841.073410898";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.592340])";"30";"turtlesim1.sim";"1759845841.057322311";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.617215])";"30";"turtlesim1.sim";"1759845841.041949180";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.642089])";"30";"turtlesim1.sim";"1759845841.025659522";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=5.666964])";"30";"turtlesim1.sim";"1759845841.009598564";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.017593, y=5.691838])";"30";"turtlesim1.sim";"1759845840.993669377";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.605802])";"30";"turtlesim1.sim";"1759845837.377571005";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.576922])";"30";"turtlesim1.sim";"1759845837.361876112";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.548041])";"30";"turtlesim1.sim";"1759845837.345692672";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.519160])";"30";"turtlesim1.sim";"1759845837.329951410";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.490280])";"30";"turtlesim1.sim";"1759845837.313590861";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.461399])";"30";"turtlesim1.sim";"1759845837.297759407";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.432518])";"30";"turtlesim1.sim";"1759845837.281188437";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.403637])";"30";"turtlesim1.sim";"1759845837.265859352";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.374757])";"30";"turtlesim1.sim";"1759845837.249948802";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.345876])";"30";"turtlesim1.sim";"1759845837.233859103";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.316995])";"30";"turtlesim1.sim";"1759845837.217959390";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.288114])";"30";"turtlesim1.sim";"1759845837.201777860";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.259234])";"30";"turtlesim1.sim";"1759845837.185097220";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.230353])";"30";"turtlesim1.sim";"1759845837.169635349";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.201472])";"30";"turtlesim1.sim";"1759845837.153864044";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.172591])";"30";"turtlesim1.sim";"1759845837.137467002";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.143711])";"30";"turtlesim1.sim";"1759845837.121271644";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.114830])";"30";"turtlesim1.sim";"1759845837.105535762";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.085949])";"30";"turtlesim1.sim";"1759845837.088966177";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.057069])";"30";"turtlesim1.sim";"1759845837.073497473";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=8.028188])";"30";"turtlesim1.sim";"1759845837.057385663";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.999307])";"30";"turtlesim1.sim";"1759845837.041608183";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.970426])";"30";"turtlesim1.sim";"1759845837.025039711";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.941546])";"30";"turtlesim1.sim";"1759845837.009216263";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.912665])";"30";"turtlesim1.sim";"1759845836.993872056";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.883784])";"30";"turtlesim1.sim";"1759845836.977617348";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.854903])";"30";"turtlesim1.sim";"1759845836.961988634";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.826023])";"30";"turtlesim1.sim";"1759845836.945712397";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.797142])";"30";"turtlesim1.sim";"1759845836.929135334";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.768261])";"30";"turtlesim1.sim";"1759845836.913646813";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.739380])";"30";"turtlesim1.sim";"1759845836.897732849";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.710500])";"30";"turtlesim1.sim";"1759845836.881314899";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.594977])";"30";"turtlesim1.sim";"1759845836.817589745";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.219527])";"30";"turtlesim1.sim";"1759845836.017650983";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.190646])";"30";"turtlesim1.sim";"1759845836.001868039";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.161766])";"30";"turtlesim1.sim";"1759845835.985730596";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.132885])";"30";"turtlesim1.sim";"1759845835.969761218";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.104004])";"30";"turtlesim1.sim";"1759845835.953985872";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.075124])";"30";"turtlesim1.sim";"1759845835.938013960";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.046243])";"30";"turtlesim1.sim";"1759845835.922003766";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=7.017362])";"30";"turtlesim1.sim";"1759845835.905429488";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.988481])";"30";"turtlesim1.sim";"1759845835.889948393";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.959601])";"30";"turtlesim1.sim";"1759845835.873394231";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.930720])";"30";"turtlesim1.sim";"1759845835.857738868";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.901839])";"30";"turtlesim1.sim";"1759845835.841791989";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.872958])";"30";"turtlesim1.sim";"1759845835.825457973";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.844078])";"30";"turtlesim1.sim";"1759845835.809874941";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.815197])";"30";"turtlesim1.sim";"1759845835.794037681";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.728555])";"30";"turtlesim1.sim";"1759845835.745923571";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.584151])";"30";"turtlesim1.sim";"1759845835.665991586";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.555270])";"30";"turtlesim1.sim";"1759845835.649263969";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.526390])";"30";"turtlesim1.sim";"1759845835.633312484";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.497509])";"30";"turtlesim1.sim";"1759845835.617523989";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.468628])";"30";"turtlesim1.sim";"1759845835.602103989";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.439747])";"30";"turtlesim1.sim";"1759845835.585918502";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.410867])";"30";"turtlesim1.sim";"1759845835.569891729";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.381986])";"30";"turtlesim1.sim";"1759845835.554331288";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.353105])";"30";"turtlesim1.sim";"1759845835.538178537";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.324224])";"30";"turtlesim1.sim";"1759845835.521679970";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.295344])";"30";"turtlesim1.sim";"1759845835.505735680";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.266463])";"30";"turtlesim1.sim";"1759845835.490015355";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.237582])";"30";"turtlesim1.sim";"1759845835.473499909";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.208701])";"30";"turtlesim1.sim";"1759845835.457781508";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.179821])";"30";"turtlesim1.sim";"1759845835.441946881";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.150940])";"30";"turtlesim1.sim";"1759845835.425243985";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.122059])";"30";"turtlesim1.sim";"1759845835.409547308";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.093179])";"30";"turtlesim1.sim";"1759845835.394016166";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.064298])";"30";"turtlesim1.sim";"1759845835.377405101";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.035417])";"30";"turtlesim1.sim";"1759845835.361158280";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.013781, y=6.006536])";"30";"turtlesim1.sim";"1759845835.345873823";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
